city,date,state,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
string,time,AC AL AM AP BA CE DF ES GO MA MG MS MT PA PB PE PI PR RJ RN RO RR RS SC SE SP TO,city state,continuous,continuous,continuous,False True,continuous,continuous,continuous,continuous,continuous
Cruzeiro do Sul,2022-03-24,RS,city,1938,42,667,True,12348,12402,4306205,15626.51185,0.0217
Cândido Godói,2022-03-24,RS,city,1169,5,579,True,6198,6151,4304309,19005.03983,0.0043
David Canabarro,2022-03-24,RS,city,1201,16,596,True,4740,4736,4306304,25358.95270,0.0133
Derrubadas,2022-03-24,RS,city,700,7,632,True,2805,2761,4306320,25353.13292,0.0100
Dezesseis de Novembro,2022-03-24,RS,city,333,5,569,True,2427,2378,4306353,14003.36417,0.0150
Dilermando de Aguiar,2022-03-24,RS,city,274,5,551,True,3014,3002,4306379,9127.24850,0.0182
Dois Irmãos,2022-03-24,RS,city,6776,81,669,True,32671,33119,4306403,20459.55494,0.0120
Dois Irmãos das Missões,2022-03-24,RS,city,505,5,580,True,2026,2008,4306429,25149.40239,0.0099
Dois Lajeados,2022-03-24,RS,city,752,6,589,True,3400,3405,4306452,22085.16887,0.0080
Dom Feliciano,2022-03-24,RS,city,1558,28,620,True,15414,15487,4306502,10060.05036,0.0180
Dom Pedrito,2022-03-24,RS,city,7288,111,665,True,38461,38339,4306601,19009.36383,0.0152
Dom Pedro de Alcântara,2022-03-24,RS,city,477,8,587,True,2534,2527,4306551,18876.13771,0.0168
Dona Francisca,2022-03-24,RS,city,194,7,561,True,3041,2999,4306700,6468.82294,0.0361
Doutor Maurício Cardoso,2022-03-24,RS,city,683,17,626,True,4549,4462,4306734,15307.03720,0.0249
Doutor Ricardo,2022-03-24,RS,city,548,4,621,True,1983,1975,4306759,27746.83544,0.0073
Eldorado do Sul,2022-03-24,RS,city,8575,149,669,True,41285,41902,4306767,20464.41697,0.0174
Encantado,2022-03-24,RS,city,3612,59,652,True,22706,22880,4306809,15786.71329,0.0163
Encruzilhada do Sul,2022-03-24,RS,city,3662,85,648,True,25877,25960,4306908,14106.31741,0.0232
Engenho Velho,2022-03-24,RS,city,252,5,578,True,1034,982,4306924,25661.91446,0.0198
Entre Rios do Sul,2022-03-24,RS,city,379,5,598,True,2792,2758,4306957,13741.84191,0.0132
Entre-Ijuís,2022-03-24,RS,city,2120,32,601,True,8475,8411,4306932,25205.08857,0.0151
Erebango,2022-03-24,RS,city,553,4,614,True,2991,2982,4306973,18544.60094,0.0072
Erechim,2022-03-24,RS,city,23937,221,671,True,105862,106633,4307005,22448.02266,0.0092
Ernestina,2022-03-24,RS,city,363,11,636,True,3168,3170,4307054,11451.10410,0.0303
Erval Grande,2022-03-24,RS,city,559,8,608,True,4859,4819,4307203,11599.91700,0.0143
Erval Seco,2022-03-24,RS,city,1110,9,560,True,6912,6802,4307302,16318.72979,0.0081
Esmeralda,2022-03-24,RS,city,327,7,600,True,3282,3287,4307401,9948.28111,0.0214
Esperança do Sul,2022-03-24,RS,city,389,15,618,True,2926,2885,4307450,13483.53553,0.0386
Espumoso,2022-03-24,RS,city,4001,54,646,True,15588,15591,4307500,25662.24104,0.0135
Estação,2022-03-24,RS,city,1469,21,621,True,5958,5940,4307559,24730.63973,0.0143
Esteio,2022-03-24,RS,city,19523,408,654,True,83202,83279,4307708,23442.88476,0.0209
Estrela,2022-03-24,RS,city,7012,78,669,True,34116,34399,4307807,20384.31350,0.0111
Estrela Velha,2022-03-24,RS,city,694,7,482,True,3655,3650,4307815,19013.69863,0.0101
Estância Velha,2022-03-24,RS,city,9506,155,668,True,50022,50672,4307609,18759.86738,0.0163
Eugênio de Castro,2022-03-24,RS,city,577,8,622,True,2396,2352,4307831,24532.31293,0.0139
Fagundes Varela,2022-03-24,RS,city,798,4,553,True,2731,2741,4307864,29113.46224,0.0050
Farroupilha,2022-03-24,RS,city,15962,197,671,True,72331,73061,4307906,21847.49730,0.0123
Faxinal do Soturno,2022-03-24,RS,city,1086,11,581,True,6677,6663,4308003,16298.96443,0.0101
Faxinalzinho,2022-03-24,RS,city,388,6,601,True,2315,2284,4308052,16987.74081,0.0155
Fazenda Vilanova,2022-03-24,RS,city,724,9,624,True,4533,4608,4308078,15711.80556,0.0124
Feliz,2022-03-24,RS,city,3917,27,631,True,13547,13640,4308102,28717.00880,0.0069
Flores da Cunha,2022-03-24,RS,city,7747,75,643,True,30745,31063,4308201,24939.63880,0.0097
Floriano Peixoto,2022-03-24,RS,city,234,1,635,True,1766,1737,4308250,13471.50259,0.0043
Fontoura Xavier,2022-03-24,RS,city,1582,32,618,True,10304,10241,4308300,15447.71018,0.0202
Formigueiro,2022-03-24,RS,city,944,15,607,True,6664,6616,4308409,14268.44015,0.0159
Forquetinha,2022-03-24,RS,city,327,8,581,True,2412,2400,4308433,13625.00000,0.0245
Fortaleza dos Valos,2022-03-24,RS,city,1452,10,567,True,4320,4285,4308458,33885.64761,0.0069
Frederico Westphalen,2022-03-24,RS,city,8912,89,621,True,31313,31498,4308508,28293.85993,0.0100
Garibaldi,2022-03-24,RS,city,9656,85,666,True,35070,35440,4308607,27246.04966,0.0088
Garruchos,2022-03-24,RS,city,149,7,486,True,2924,2886,4308656,5162.85516,0.0470
Gaurama,2022-03-24,RS,city,948,6,609,True,5534,5489,4308706,17270.90545,0.0063
General Câmara,2022-03-24,RS,city,1265,24,624,True,8385,8361,4308805,15129.76917,0.0190
Gentil,2022-03-24,RS,city,233,5,609,True,1634,1626,4308854,14329.64330,0.0215
Getúlio Vargas,2022-03-24,RS,city,3871,44,634,True,16212,16184,4308904,23918.68512,0.0114
Giruá,2022-03-24,RS,city,3465,47,599,True,16004,15863,4309001,21843.28311,0.0136
Glorinha,2022-03-24,RS,city,1489,32,651,True,8098,8204,4309050,18149.68308,0.0215
Gramado,2022-03-24,RS,city,12504,155,614,True,36232,36555,4309100,34205.99097,0.0124
Gramado Xavier,2022-03-24,RS,city,606,4,608,True,4325,4352,4309159,13924.63235,0.0066
Gramado dos Loureiros,2022-03-24,RS,city,367,4,616,True,2082,2058,4309126,17832.84742,0.0109
Gravataí,2022-03-24,RS,city,32377,1033,665,True,281519,283620,4309209,11415.62654,0.0319
Guabiju,2022-03-24,RS,city,267,1,621,True,1503,1490,4309258,17919.46309,0.0037
Guaporé,2022-03-24,RS,city,6698,76,612,True,25727,25968,4309407,25793.28404,0.0113
Guarani das Missões,2022-03-24,RS,city,1246,18,586,True,7537,7463,4309506,16695.69878,0.0144
Guaíba,2022-03-24,RS,city,13936,378,657,True,98143,98239,4309308,14185.81215,0.0271
Harmonia,2022-03-24,RS,city,1291,15,652,True,4866,4917,4309555,26255.84706,0.0116
Herval,2022-03-24,RS,city,1248,22,551,True,6821,6814,4307104,18315.23334,0.0176
Herveiras,2022-03-24,RS,city,385,3,547,True,3018,3019,4309571,12752.56708,0.0078
Horizontina,2022-03-24,RS,city,4642,48,632,True,19329,19389,4309605,23941.41008,0.0103
Hulha Negra,2022-03-24,RS,city,1040,11,614,True,6776,6836,4309654,15213.57519,0.0106
Humaitá,2022-03-24,RS,city,532,11,618,True,4762,4736,4309704,11233.10811,0.0207
Ibarama,2022-03-24,RS,city,624,7,538,True,4406,4399,4309753,14185.04206,0.0112
Ibiaçá,2022-03-24,RS,city,1109,14,593,True,4709,4699,4309803,23600.76612,0.0126
Ibiraiaras,2022-03-24,RS,city,1805,40,596,True,7262,7265,4309902,24845.14797,0.0222
Ibirapuitã,2022-03-24,RS,city,601,16,641,True,4013,4000,4309951,15025.00000,0.0266
Ibirubá,2022-03-24,RS,city,7283,95,618,True,20350,20413,4310009,35678.24426,0.0130
Igrejinha,2022-03-24,RS,city,7132,132,601,True,36899,37340,4310108,19100.16069,0.0185
Ijuí,2022-03-24,RS,city,23980,286,629,True,83475,83764,4310207,28628.05024,0.0119
Ilópolis,2022-03-24,RS,city,559,5,525,True,4078,4066,4310306,13748.15544,0.0089
Imbé,2022-03-24,RS,city,6557,145,647,True,22800,23271,4310330,28176.70061,0.0221
Imigrante,2022-03-24,RS,city,437,9,621,True,3120,3100,4310363,14096.77419,0.0206
Importados/Indefinidos,2022-03-24,RS,city,0,0,539,True,,,,,0.0000
Independência,2022-03-24,RS,city,1316,12,600,True,6167,6109,4310405,21541.98723,0.0091
Inhacorá,2022-03-24,RS,city,139,4,596,True,2226,2215,4310413,6275.39503,0.0288
Ipiranga do Sul,2022-03-24,RS,city,348,2,560,True,1889,1880,4310462,18510.63830,0.0057
Ipê,2022-03-24,RS,city,1707,13,579,True,6640,6689,4310439,25519.50964,0.0076
Iraí,2022-03-24,RS,city,1113,17,582,True,7241,7141,4310504,15586.05237,0.0153
Itaara,2022-03-24,RS,city,849,18,582,True,5499,5537,4310538,15333.21293,0.0212
Itacurubi,2022-03-24,RS,city,98,7,593,True,3465,3460,4310553,2832.36994,0.0714
Itapuca,2022-03-24,RS,city,299,3,562,True,2094,2065,4310579,14479.41889,0.0100
Itaqui,2022-03-24,RS,city,5853,72,619,True,37620,37489,4310603,15612.57969,0.0123
Itati,2022-03-24,RS,city,266,12,601,True,2419,2397,4310652,11097.20484,0.0451
Itatiba do Sul,2022-03-24,RS,city,466,3,594,True,3324,3231,4310702,14422.77933,0.0064
Ivorá,2022-03-24,RS,city,111,1,568,True,1910,1881,4310751,5901.11643,0.0090
Ivoti,2022-03-24,RS,city,5683,73,670,True,24293,24690,4310801,23017.41596,0.0128
Jaboticaba,2022-03-24,RS,city,652,11,608,True,3810,3773,4310850,17280.67851,0.0169
Jacuizinho,2022-03-24,RS,city,381,2,536,True,2692,2706,4310876,14079.82262,0.0052
Jacutinga,2022-03-24,RS,city,615,4,592,True,3561,3546,4310900,17343.48562,0.0065
Jaguari,2022-03-24,RS,city,1957,37,630,True,10848,10765,4311106,18179.28472,0.0189
Jaguarão,2022-03-24,RS,city,4455,57,592,True,26680,26500,4311007,16811.32075,0.0128
Jaquirana,2022-03-24,RS,city,835,10,608,True,3716,3662,4311122,22801.74768,0.0120
Jari,2022-03-24,RS,city,227,3,540,True,3503,3486,4311130,6511.76133,0.0132
Jóia,2022-03-24,RS,city,1475,21,587,True,8560,8566,4311155,17219.23885,0.0142
Júlio de Castilhos,2022-03-24,RS,city,3452,46,609,True,19293,19224,4311205,17956.72077,0.0133
Lagoa Bonita do Sul,2022-03-24,RS,city,180,1,502,True,2903,2921,4311239,6162.27319,0.0056
Lagoa Vermelha,2022-03-24,RS,city,6744,111,621,True,27807,27778,4311304,24278.20577,0.0165
Lagoa dos Três Cantos,2022-03-24,RS,city,375,5,524,True,1609,1607,4311270,23335.40759,0.0133
Lagoão,2022-03-24,RS,city,756,15,582,True,6452,6461,4311254,11700.97508,0.0198
Lajeado,2022-03-24,RS,city,22420,237,669,True,84014,85033,4311403,26366.23429,0.0106
Lajeado do Bugre,2022-03-24,RS,city,511,17,579,True,2564,2566,4311429,19914.26345,0.0333
Lavras do Sul,2022-03-24,RS,city,891,16,614,True,7480,7444,4311502,11969.37131,0.0180
Liberato Salzano,2022-03-24,RS,city,827,11,592,True,5219,5152,4311601,16052.01863,0.0133
Lindolfo Collor,2022-03-24,RS,city,1534,16,580,True,6054,6125,4311627,25044.89796,0.0104
Linha Nova,2022-03-24,RS,city,307,3,560,True,1714,1719,4311643,17859.22048,0.0098
Machadinho,2022-03-24,RS,city,1382,13,621,True,5445,5427,4311700,25465.26626,0.0094
Mampituba,2022-03-24,RS,city,439,3,559,True,2981,2973,4311734,14766.22940,0.0068
Manoel Viana,2022-03-24,RS,city,1237,12,580,True,7299,7307,4311759,16928.97222,0.0097
Maquiné,2022-03-24,RS,city,1246,24,609,True,6714,6681,4311775,18649.90271,0.0193
Maratá,2022-03-24,RS,city,483,4,637,True,2691,2702,4311791,17875.64767,0.0083
Marau,2022-03-24,RS,city,12587,122,664,True,44161,44858,4311809,28059.65491,0.0097
Marcelino Ramos,2022-03-24,RS,city,707,8,633,True,4402,4319,4311908,16369.52998,0.0113
Mariana Pimentel,2022-03-24,RS,city,516,5,587,True,3885,3888,4311981,13271.60494,0.0097
Mariano Moro,2022-03-24,RS,city,233,5,609,True,2031,2009,4312005,11597.80986,0.0215
Marques de Souza,2022-03-24,RS,city,485,9,620,True,4009,3995,4312054,12140.17522,0.0186
Mata,2022-03-24,RS,city,1002,13,571,True,4823,4797,4312104,20888.05503,0.0130
Mato Castelhano,2022-03-24,RS,city,611,17,629,True,2540,2542,4312138,24036.19197,0.0278
Mato Leitão,2022-03-24,RS,city,1242,8,609,True,4515,4573,4312153,27159.41395,0.0064
Mato Queimado,2022-03-24,RS,city,210,4,545,True,1648,1629,4312179,12891.34438,0.0190
Maximiliano de Almeida,2022-03-24,RS,city,966,13,614,True,4377,4314,4312203,22392.21140,0.0135
Maçambará,2022-03-24,RS,city,1058,6,548,True,4587,4562,4311718,23191.58264,0.0057
Minas do Leão,2022-03-24,RS,city,775,13,653,True,8075,8103,4312252,9564.35888,0.0168
Miraguaí,2022-03-24,RS,city,1105,17,609,True,4925,4911,4312302,22500.50906,0.0154
Montauri,2022-03-24,RS,city,372,9,617,True,1453,1441,4312351,25815.40597,0.0242
Monte Alegre dos Campos,2022-03-24,RS,city,261,7,595,True,3226,3232,4312377,8075.49505,0.0268
Monte Belo do Sul,2022-03-24,RS,city,545,9,629,True,2548,2530,4312385,21541.50198,0.0165
Montenegro,2022-03-24,RS,city,15856,181,650,True,65264,65721,4312401,24126.23058,0.0114
Mormaço,2022-03-24,RS,city,591,6,624,True,3085,3113,4312427,18984.90202,0.0102
Morrinhos do Sul,2022-03-24,RS,city,678,5,609,True,2949,2919,4312443,23227.13258,0.0074
Morro Redondo,2022-03-24,RS,city,970,20,552,True,6568,6589,4312450,14721.50554,0.0206
Morro Reuter,2022-03-24,RS,city,1354,18,601,True,6407,6513,4312476,20789.19085,0.0133
Mostardas,2022-03-24,RS,city,1711,30,586,True,12804,12847,4312500,13318.28442,0.0175
Muitos Capões,2022-03-24,RS,city,278,6,561,True,3162,3173,4312617,8761.42452,0.0216
Muliterno,2022-03-24,RS,city,346,2,613,True,1893,1897,4312625,18239.32525,0.0058
Muçum,2022-03-24,RS,city,1171,13,642,True,4954,4961,4312609,23604.11207,0.0111
Nicolau Vergueiro,2022-03-24,RS,city,130,7,644,True,1682,1674,4312674,7765.83035,0.0538
Nonoai,2022-03-24,RS,city,3093,51,621,True,11695,11633,4312708,26588.15439,0.0165
Nova Alvorada,2022-03-24,RS,city,892,8,593,True,3625,3663,4312757,24351.62435,0.0090
Nova Araçá,2022-03-24,RS,city,1616,10,625,True,4759,4826,4312807,33485.28802,0.0062
Nova Bassano,2022-03-24,RS,city,2734,16,618,True,9916,10005,4312906,27326.33683,0.0059
Nova Boa Vista,2022-03-24,RS,city,603,2,538,True,1775,1753,4312955,34398.17456,0.0033
Nova Bréscia,2022-03-24,RS,city,748,16,635,True,3330,3337,4313003,22415.34312,0.0214
Nova Candelária,2022-03-24,RS,city,500,5,575,True,2698,2688,4313011,18601.19048,0.0100
Nova Esperança do Sul,2022-03-24,RS,city,1884,11,498,True,5352,5410,4313037,34824.39926,0.0058
Nova Hartz,2022-03-24,RS,city,4475,78,602,True,21615,21875,4313060,20457.14286,0.0174
Nova Palma,2022-03-24,RS,city,1166,14,664,True,6512,6515,4313102,17897.16040,0.0120
Nova Petrópolis,2022-03-24,RS,city,6486,92,609,True,21353,21536,4313201,30117.01337,0.0142
Nova Prata,2022-03-24,RS,city,5481,57,635,True,27257,27648,4313300,19824.21875,0.0104
Nova Pádua,2022-03-24,RS,city,602,12,582,True,2553,2558,4313086,23534.01095,0.0199
Nova Ramada,2022-03-24,RS,city,584,4,522,True,2242,2218,4313334,26330.02705,0.0068
Nova Roma do Sul,2022-03-24,RS,city,570,6,582,True,3689,3717,4313359,15334.94754,0.0105
Nova Santa Rita,2022-03-24,RS,city,5325,110,609,True,29300,29905,4313375,17806.38689,0.0207
Novo Barreiro,2022-03-24,RS,city,1217,26,608,True,4164,4175,4313490,29149.70060,0.0214
Novo Cabrais,2022-03-24,RS,city,825,6,547,True,4196,4222,4313391,19540.50213,0.0073
Novo Hamburgo,2022-03-24,RS,city,44946,1063,661,True,246748,247032,4313409,18194.40396,0.0237
Novo Machado,2022-03-24,RS,city,354,5,587,True,3323,3256,4313425,10872.23587,0.0141
Novo Tiradentes,2022-03-24,RS,city,408,0,485,True,2211,2200,4313441,18545.45455,0.0000
Novo Xingu,2022-03-24,RS,city,411,5,609,True,1719,1712,4313466,24007.00935,0.0122
Não-Me-Toque,2022-03-24,RS,city,5514,68,640,True,17624,17758,4312658,31050.79401,0.0123
Osório,2022-03-24,RS,city,14901,195,667,True,45994,46414,4313508,32104.53742,0.0131
Paim Filho,2022-03-24,RS,city,650,1,621,True,3828,3778,4313607,17204.87030,0.0015
Palmares do Sul,2022-03-24,RS,city,2451,40,593,True,11318,11330,4313656,21632.83319,0.0163
Palmeira das Missões,2022-03-24,RS,city,7723,110,630,True,33303,33131,4313706,23310.49470,0.0142
Palmitinho,2022-03-24,RS,city,1643,15,580,True,7057,7056,4313805,23285.14739,0.0091
Panambi,2022-03-24,RS,city,12448,137,602,True,43667,44128,4313904,28208.84699,0.0110
Pantano Grande,2022-03-24,RS,city,2078,29,598,True,9174,9083,4313953,22877.90378,0.0140
Paraí,2022-03-24,RS,city,2018,24,666,True,7657,7727,4314001,26116.21587,0.0119
Paraíso do Sul,2022-03-24,RS,city,959,17,621,True,7611,7623,4314027,12580.34894,0.0177
Pareci Novo,2022-03-24,RS,city,1063,7,652,True,3837,3862,4314035,27524.59865,0.0066
Parobé,2022-03-24,RS,city,12642,243,608,True,58272,58858,4314050,21478.81342,0.0192
Passa Sete,2022-03-24,RS,city,591,6,547,True,5702,5747,4314068,10283.62624,0.0102
Passo Fundo,2022-03-24,RS,city,57668,776,664,True,203275,204722,4314100,28168.93153,0.0135
Passo do Sobrado,2022-03-24,RS,city,1151,17,592,True,6535,6574,4314076,17508.36629,0.0148
Paulo Bento,2022-03-24,RS,city,466,2,581,True,2293,2299,4314134,20269.68247,0.0043
Paverama,2022-03-24,RS,city,994,21,622,True,8487,8515,4314159,11673.51732,0.0211
Pedras Altas,2022-03-24,RS,city,328,4,484,True,1982,1954,4314175,16786.07984,0.0122
Pedro Osório,2022-03-24,RS,city,1245,30,575,True,7730,7706,4314209,16156.24189,0.0241
Pejuçara,2022-03-24,RS,city,1310,11,572,True,3874,3857,4314308,33964.22090,0.0084
Pelotas,2022-03-24,RS,city,76478,1303,665,True,342405,343132,4314407,22288.21561,0.0170
Picada Café,2022-03-24,RS,city,885,11,575,True,5742,5738,4314423,15423.49251,0.0124
Pinhal,2022-03-24,RS,city,754,5,585,True,2579,2580,4314456,29224.80620,0.0066
Pinhal Grande,2022-03-24,RS,city,505,7,531,True,4350,4329,4314472,11665.51167,0.0139
Pinhal da Serra,2022-03-24,RS,city,548,6,510,True,1941,1918,4314464,28571.42857,0.0109
Pinheirinho do Vale,2022-03-24,RS,city,714,9,587,True,4871,4899,4314498,14574.40294,0.0126
Pinheiro Machado,2022-03-24,RS,city,2640,33,596,True,12271,12195,4314506,21648.21648,0.0125
Pinto Bandeira,2022-03-24,RS,city,550,6,624,True,3003,3036,4314548,18115.94203,0.0109
Pirapó,2022-03-24,RS,city,227,18,564,True,2304,2254,4314555,10070.98492,0.0793
Piratini,2022-03-24,RS,city,2104,37,664,True,20663,20704,4314605,10162.28748,0.0176
Planalto,2022-03-24,RS,city,1756,25,621,True,10084,10019,4314704,17526.69927,0.0142
Ponte Preta,2022-03-24,RS,city,206,3,593,True,1547,1524,4314787,13517.06037,0.0146
Pontão,2022-03-24,RS,city,387,11,634,True,3904,3901,4314779,9920.53320,0.0284
Porto Alegre,2022-03-24,RS,city,245594,6180,676,True,1483771,1488252,4314902,16502.17839,0.0252
Porto Lucena,2022-03-24,RS,city,671,9,524,True,4678,4594,4315008,14606.00784,0.0134
Porto Mauá,2022-03-24,RS,city,351,8,609,True,2374,2352,4315057,14923.46939,0.0228
Porto Vera Cruz,2022-03-24,RS,city,197,5,516,True,1360,1308,4315073,15061.16208,0.0254
Porto Xavier,2022-03-24,RS,city,2771,58,588,True,10246,10194,4315107,27182.65646,0.0209
Portão,2022-03-24,RS,city,6298,137,618,True,37079,37561,4314803,16767.39171,0.0218
Pouso Novo,2022-03-24,RS,city,318,4,624,True,1639,1612,4315131,19727.04715,0.0126
Poço das Antas,2022-03-24,RS,city,437,1,626,True,2098,2101,4314753,20799.61923,0.0023
Presidente Lucena,2022-03-24,RS,city,700,4,583,True,2901,2937,4315149,23833.84406,0.0057
Progresso,2022-03-24,RS,city,982,14,618,True,6244,6239,4315156,15739.70188,0.0143
Protásio Alves,2022-03-24,RS,city,160,6,594,True,1947,1938,4315172,8255.93395,0.0375
Putinga,2022-03-24,RS,city,869,20,514,True,3919,3889,4315206,22345.07585,0.0230
Quaraí,2022-03-24,RS,city,4005,64,635,True,22687,22607,4315305,17715.75176,0.0160
Quatro Irmãos,2022-03-24,RS,city,156,3,597,True,1849,1856,4315313,8405.17241,0.0192
Quevedos,2022-03-24,RS,city,391,1,575,True,2788,2790,4315321,14014.33692,0.0026
Quinze de Novembro,2022-03-24,RS,city,1160,12,582,True,3796,3803,4315354,30502.23508,0.0103
Redentora,2022-03-24,RS,city,1588,33,608,True,11549,11669,4315404,13608.70683,0.0208
Relvado,2022-03-24,RS,city,392,4,571,True,2090,2079,4315453,18855.21886,0.0102
Restinga Sêca,2022-03-24,RS,city,2811,43,617,True,15789,15744,4315503,17854.42073,0.0153
Rio Grande,2022-03-24,RS,city,37811,630,667,True,211005,211965,4315602,17838.32236,0.0167
Rio Pardo,2022-03-24,RS,city,5707,108,646,True,38275,38265,4315701,14914.41265,0.0189
Rio dos Índios,2022-03-24,RS,city,569,11,609,True,2752,2660,4315552,21390.97744,0.0193
Riozinho,2022-03-24,RS,city,620,14,565,True,4653,4676,4315750,13259.19589,0.0226
Roca Sales,2022-03-24,RS,city,1392,30,628,True,11393,11471,4315800,12134.94900,0.0216
Rodeio Bonito,2022-03-24,RS,city,1867,8,578,True,5867,5868,4315909,31816.63258,0.0043
Rolador,2022-03-24,RS,city,440,4,520,True,2323,2296,4315958,19163.76307,0.0091
Rolante,2022-03-24,RS,city,5816,63,664,True,21349,21453,4316006,27110.42745,0.0108
Ronda Alta,2022-03-24,RS,city,2219,29,614,True,10601,10617,4316105,20900.44269,0.0131
Rondinha,2022-03-24,RS,city,1377,19,596,True,5130,5080,4316204,27106.29921,0.0138
Roque Gonzales,2022-03-24,RS,city,1185,11,589,True,6847,6797,4316303,17434.16213,0.0093
Rosário do Sul,2022-03-24,RS,city,7241,136,638,True,39422,39314,4316402,18418.37513,0.0188
Sagrada Família,2022-03-24,RS,city,703,10,589,True,2609,2605,4316428,26986.56430,0.0142
Saldanha Marinho,2022-03-24,RS,city,703,13,630,True,2650,2622,4316436,26811.59420,0.0185
Salto do Jacuí,2022-03-24,RS,city,2199,28,609,True,12449,12481,4316451,17618.78055,0.0127
Salvador das Missões,2022-03-24,RS,city,694,9,541,True,2733,2733,4316477,25393.34065,0.0130
Salvador do Sul,2022-03-24,RS,city,1344,5,635,True,7799,7889,4316501,17036.37977,0.0037
Sananduva,2022-03-24,RS,city,4817,40,654,True,16270,16328,4316600,29501.46987,0.0083
Sant'Ana do Livramento,2022-03-24,RS,city,17453,212,670,True,77027,76321,4317103,22867.88695,0.0121
Santa Bárbara do Sul,2022-03-24,RS,city,2438,47,633,True,7994,7909,4316709,30825.64167,0.0193
Santa Cecília do Sul,2022-03-24,RS,city,720,4,601,True,1639,1634,4316733,44063.64749,0.0056
